Smiles,bond_target
[OH:1][CH:2]1[CH2:3][N:4]([CH2:5][CH2:6]1)[CH:7]2[CH2:8][CH2:9][CH2:10][CH2:11][CH:12]2[O:13][CH2:14][CH2:15][c:16]3[cH:17][cH:18][c:19]([O:20][CH3:21])[c:22]([O:23][CH3:24])[cH:25]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[c:2]1[nH:3][c:4]([n:5][c:6]2[c:7]([n:8][n:9]([c:10]12)[CH3:11])[CH2:12][CH2:13][CH3:14])-[c:15]3[cH:16][c:17]([cH:18][cH:19][c:20]3[O:21][CH2:22][CH3:23])[S:24](=[O:25])(=[O:26])[N:27]4[CH2:28][CH2:29][N:30]([CH3:31])[CH2:32][CH2:33]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1)[n:10]2[c:11]3[cH:12][cH:13][c:14]([O:15][CH3:16])[cH:17][c:18]3[c:19]([c:20]2[CH3:21])[CH2:22][C:23](=[O:24])[NH:25][CH2:26][CH2:27][c:28]4[cH:29][cH:30][cH:31][cH:32][cH:33]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]2[c:4]([NH:5][CH2:6][N:7]2[CH3:8])[n:9]([c:10](=[O:11])[n:12]1[CH3:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)=[C:15]([c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[CH2:22][CH3:23])[CH2:24][CH2:25][NH:26][CH3:27],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][c:4]([o:5][c:6]2[c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[c:13]([O:14][CH3:15])[c:16]([O:17][CH3:18])[c:19]12)-[c:20]3[cH:21][cH:22][c:23]([O:24][CH3:25])[cH:26][cH:27]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][c:5]1[c:6]2[cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12][c:13]2[n:14]([C:15](=[O:16])[c:17]3[cH:18][cH:19][c:20]([Cl:21])[cH:22][cH:23]3)[c:24]1[CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH:4]1[c:5]2[n:6][cH:7][cH:8][n:9][c:10]2[C:11](=[O:12])[N:13]1[c:14]3[n:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]3)[N:21]4[CH2:22][CH2:23][N:24]([CH3:25])[CH2:26][CH2:27]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([O:10][CH3:11])[c:12]([cH:13]1)[CH2:14][NH2:15],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH2:8][CH:9]([NH:10][CH3:11])[CH3:12])[CH3:13],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH2:8][CH3:9])[cH:10][cH:11][c:12]2[cH:13][cH:14]1,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]1[CH2:3][CH:4]2[c:5]3[cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[cH:13][c:14]3[CH2:15][CH2:16][N:17]2[CH2:18][CH:19]1[CH2:20][CH:21]([CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH2:8][CH:9]([NH2:10])[CH3:11])[CH3:12],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[Cl:1][C:2]([Cl:3])([Cl:4])[CH:5]([c:6]1[cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12][cH:13]1)[c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]([OH:20])[cH:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH3:8])[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[C:14]([F:15])([F:16])[F:17],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1)[n:10]2[c:11]3[cH:12][cH:13][c:14]([O:15][CH3:16])[cH:17][c:18]3[c:19]([c:20]2[CH3:21])[CH2:22][C:23](=[O:24])[NH:25][CH2:26][CH:27]([OH:28])[c:29]4[cH:30][cH:31][cH:32][cH:33][cH:34]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH3:8])[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[CH2:14][NH:15][CH2:16][CH3:17],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[N:7]3[CH2:8][CH2:9][N:10]([CH3:11])[CH2:12][CH:13]3[c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[CH2:20]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH2:6][CH:7]([CH2:8][CH2:9][N:10]2[CH2:11][CH2:12][N:13]([c:14]3[cH:15][cH:16][cH:17][c:18]([Cl:19])[c:20]3[Cl:21])[CH2:22][CH2:23]2)[CH2:24][CH2:25]1)[N:26]([CH3:27])[CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[N:2][N:3]([C:4](=[O:5])[NH:6][CH2:7][CH2:8][S:9](=[O:10])(=[O:11])[N:12]([CH3:13])[CH3:14])[CH2:15][CH2:16][Cl:17],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[OH:1][CH:2]([c:3]1[cH:4][cH:5][n:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13][c:14]12)[CH:15]3[N:16]4[CH2:17][CH2:18][CH:19]([CH2:20]3)[CH:21]([CH:22]=[CH2:23])[CH2:24]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH:4]1[C:5](=[O:6])[N:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[S:14][CH:15]1[c:16]3[cH:17][cH:18][c:19]([O:20][CH3:21])[cH:22][cH:23]3)[CH2:24][CH2:25][NH:26][CH3:27])[CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([c:4]2[cH:5][cH:6][c:7]([cH:8][c:9]2[C:10](=[N:11][CH2:12]1)[c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[F:19])[N+:20](=[O:21])[O-:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[OH:1][CH2:2][CH3:3],"[1, 0]"
[n:1]1[cH:2][cH:3][c:4]2[c:5]3[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][c:12]3[nH:13][c:14]2[c:15]1[CH3:16],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[Cl:8])[NH:9][c:10]2[n:11][cH:12][n:13][c:14]3[cH:15][c:16]([O:17][CH3:18])[c:19]([O:20][CH2:21][CH2:22][CH2:23][N:24]4[CH2:25][CH2:26][O:27][CH2:28][CH2:29]4)[cH:30][c:31]23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH3:4])[c:5]1[c:6]([n:7][c:8]([c:9]([C:10](=[O:11])[O:12][CH2:13][CH:14]=[CH:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[c:22]1-[c:23]3[cH:24][cH:25][cH:26][c:27]([cH:28]3)[N+:29](=[O:30])[O-:31])[CH3:32])[CH3:33],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[O:8][CH2:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][N:19]([CH2:20][CH2:21][CH3:22])[CH2:23][CH2:24][CH3:25])[CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([n:7][c:8]3[cH:9][cH:10][c:11]([O:12][CH3:13])[cH:14][c:15]3[c:16]2[NH:17][CH:18]([CH3:19])[CH2:20][CH2:21][CH2:22][N:23]([CH2:24][CH3:25])[CH2:26][CH3:27])[cH:28]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C:7](=[CH:8][CH2:9][CH2:10][N:11]([CH3:12])[CH3:13])[c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]3[CH2:20][CH2:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[n:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[N:7]3[CH2:8][CH2:9][N:10]([CH3:11])[CH2:12][CH:13]3[c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[CH2:20]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH3:8])[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[CH2:14][NH:15][CH2:16][CH2:17][CH3:18],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[n:1]1[cH:2][n:3]([c:4]-2[n:5][c:6]([n:7][c:8]2[c:9]1[NH:10][CH2:11][CH3:12])[CH:13]([CH3:14])[CH3:15])[CH2:16][c:17]3[cH:18][cH:19][c:20]([O:21][CH3:22])[c:23]([O:24][CH:25]4[CH2:26][CH2:27][CH2:28][CH2:29]4)[cH:30]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]1[CH2:3][CH2:4][C:5]2([OH:6])[CH:7]3[N:8]([CH3:9])[CH2:10][CH2:11][C:12]24[c:13]5[c:14]([O:15][CH:16]14)[c:17]([O:18][CH3:19])[cH:20][cH:21][c:22]5[CH2:23]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([NH2:4])[c:5]1[cH:6][cH:7][c:8]([cH:9][c:10]1[CH2:11][OH:12])-[n:13]2[n:14][c:15]([cH:16][c:17]2-[c:18]3[cH:19][cH:20][c:21]([O:22][CH3:23])[cH:24][cH:25]3)[C:26]([F:27])([F:28])[F:29],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([cH:7]1)[C:8]2([OH:9])[CH2:10][CH2:11][CH2:12][CH2:13][CH:14]2[CH2:15][N:16]([CH3:17])[CH3:18],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][N:5]([C:6](=[O:7])[O:8][c:9]1[cH:10][cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16]1)[CH2:17][c:18]2[cH:19][cH:20][c:21]([O:22][CH2:23][CH2:24][c:25]3[n:26][c:27]([o:28][c:29]3[CH3:30])-[c:31]4[cH:32][cH:33][cH:34][cH:35][cH:36]4)[cH:37][cH:38]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([N:4]1[CH2:5][CH2:6][CH2:7][CH2:8]1)[CH2:9][c:10]2[cH:11][cH:12][c:13]3[nH:14][cH:15][c:16]([c:17]3[cH:18]2)[CH2:19][CH2:20][N:21]([CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[c:5]([cH:6][cH:7][cH:8][c:9]1[CH3:10])[CH3:11])[CH:12]2[N:13]([CH2:14][CH2:15][CH2:16][CH3:17])[CH2:18][CH2:19][CH2:20][CH2:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][CH2:9][CH2:10][N:11]2[CH2:12][CH2:13][CH:14]([c:15]3[n:16][o:17][c:18]4[cH:19][c:20]([F:21])[cH:22][cH:23][c:24]34)[CH2:25][CH2:26]2)[c:27]([O:28][CH3:29])[cH:30]1)[CH3:31],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[c:5]([cH:6][cH:7][cH:8][c:9]1[CH3:10])[CH3:11])[CH2:12][N:13]2[CH2:14][CH2:15][N:16]([CH2:17][CH2:18]2)[CH2:19][CH:20]([OH:21])[CH2:22][O:23][c:24]3[cH:25][cH:26][cH:27][cH:28][c:29]3[O:30][CH3:31],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][N:9]2[CH2:10][CH2:11][CH:12]([c:13]3[cH:14][n:15](-[c:16]4[cH:17][cH:18][c:19]([F:20])[cH:21][cH:22]4)[c:23]5[cH:24][cH:25][c:26]([Cl:27])[cH:28][c:29]35)[CH2:30][CH2:31]2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([CH3:3])[CH2:4][CH2:5][c:6]1[cH:7][cH:8][c:9]2[cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15][c:16]2[cH:17]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[cH:7][cH:8][c:9]3[c:10]4[cH:11][cH:12][cH:13][cH:14][c:15]4[c:16]([cH:17][c:18]23)[CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][c:7]([O:8][P:9](=[S:10])([O:11][CH2:12][CH3:13])[O:14][CH2:15][CH3:16])[cH:17][cH:18]1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
