Smiles,bond_target
[O:1]([CH3:2])[C:3]([CH3:4])([CH3:5])[CH2:6][CH3:7],"[1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([Cl:8])[c:9]([Cl:10])[cH:11]1)[N:12]([CH3:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH3:8])[CH:9]([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17][NH:18][CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([NH2:3])[C:4]1=[N:5][CH:6]=[N:7][C:8]1=[N:9][NH:10][N:11]([CH3:12])[CH3:13],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11]1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]1[CH2:2][CH:3]1[CH:4]=[CH2:5],"[0, 0, 0, 1, 0]"
[O:1]=[N:2][N:3]([CH3:4])[CH2:5][CH2:6][CH2:7][CH2:8][CH3:9],"[0, 0, 1, 1, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH3:4])[CH2:5][CH3:6],"[0, 0, 1, 1, 0]"
[O:1]=[N:2][N:3]1[CH2:4][CH2:5][CH2:6][CH2:7]1,"[0, 0, 0, 0, 0, 0, 1]"
[CH2:1]=[CH:2][CH:3]1[CH2:4][CH:5]=[CH:6][CH2:7][CH2:8]1,"[1, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][c:7]([cH:8]1)[CH3:9])[N:10]([CH2:11][CH3:12])[CH2:13][CH3:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[Cl:1][CH2:2][Cl:3],"[1, 0]"
[O:1]([CH2:2][CH3:3])[C:4]([CH3:5])([CH3:6])[CH3:7],"[1, 0, 0, 0, 0, 0]"
[S:1]=[C:2]([S:3][CH3:4])[N:5]([CH2:6][CH3:7])[CH2:8][CH3:9],"[1, 0, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[cH:7][cH:8][c:9]3[c:10]4[cH:11][cH:12][cH:13][cH:14][c:15]4[c:16]([cH:17][c:18]23)[CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH2:4][CH2:5][CH2:6][CH3:7])[CH2:8][CH2:9][CH2:10][CH3:11],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[nH:3][c:4](=[O:5])[n:6]([c:7]2[n:8][cH:9][n:10]([c:11]12)[CH3:12])[CH3:13],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
[O:1]=[C:2]([NH2:3])[N:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[CH:11]=[CH:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[CH:2][NH:3][CH3:4],"[0, 1, 0]"
[CH2:1]=[CH:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1,"[1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([CH3:3])[CH2:4][CH2:5][c:6]1[cH:7][cH:8][c:9]2[cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15][c:16]2[cH:17]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]2[c:4]([NH:5][CH2:6][N:7]2[CH3:8])[n:9]([c:10](=[O:11])[n:12]1[CH3:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
[O:1]=[c:2]1[c:3]([cH:4][o:5][c:6]2[cH:7][c:8]([OH:9])[cH:10][c:11]([OH:12])[c:13]12)-[c:14]3[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][cH:21]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][CH3:10])[cH:11][cH:12]1)[CH3:13],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]1[c:2]2[cH:3][cH:4][c:5]([cH:6][c:7]2[O:8][CH2:9]1)[CH2:10][CH:11]=[CH2:12],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
[O:1]=[N:2][N:3]1[CH2:4][CH2:5][CH2:6][CH:7]1[c:8]2[cH:9][n:10][cH:11][cH:12][cH:13]2,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[S:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[N:8]([c:9]3[cH:10][c:11]([S:12][CH3:13])[cH:14][cH:15][c:16]13)[CH2:17][CH2:18][CH:19]4[N:20]([CH3:21])[CH2:22][CH2:23][CH2:24][CH2:25]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[cH:7][cH:8][c:9]3[cH:10][c:11]4[c:12]([cH:13][cH:14][c:15]5[cH:16][cH:17][cH:18][cH:19][c:20]45)[cH:21][c:22]23,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[c:3]2[c:4]3[cH:5][cH:6][cH:7][cH:8][c:9]3[n:10]([c:11]2[CH2:12][CH2:13][N:14]1[CH2:15][c:16]4[n:17][cH:18][nH:19][c:20]4[CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([O:10][CH3:11])[c:12]([cH:13]1)[CH2:14][NH2:15],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[n:1]1[cH:2][cH:3][c:4]([O:5][CH2:6][CH2:7][CH2:8][O:9][CH3:10])[c:11]([c:12]1[CH2:13][S:14][c:15]2[n:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]3[nH:23]2)[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Br:1][CH2:2][CH2:3][Br:4],"[1, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]=[C:5]([CH:6]=[CH:7][CH:8]=[C:9]([CH:10]=[CH:11][C:12]1=[C:13]([CH3:14])[CH2:15][CH2:16][CH2:17][C:18]1([CH3:19])[CH3:20])[CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH2:2][CH3:3],"[1, 0]"
[N:1]#[C:2][c:3]1[cH:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][c:12]2[o:13][c:14]1=[O:15],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][c:4]([n:5]([n:6]1-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH3:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[O:8][CH3:9])[CH2:10][CH:11]=[CH2:12],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][c:5]([O:6][CH3:7])[c:8]([O:9][CH3:10])[c:11]([O:12][CH3:13])[cH:14]1)[c:15]2[cH:16][nH:17][c:18]3[cH:19][c:20]([O:21][CH3:22])[cH:23][cH:24][c:25]23,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[n:1]1[cH:2][cH:3][cH:4][c:5]([cH:6]1)[C:7]2=[N:8][CH2:9][CH2:10][CH2:11][C:12]2=[CH:13][c:14]3[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][c:21]3[O:22][CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
[S:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[N:8]([c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]13)[CH2:15][CH2:16][CH2:17][N:18]([CH3:19])[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[c:2]1[nH:3][c:4](=[O:5])[n:6]([cH:7][c:8]1[F:9])[CH:10]2[O:11][CH2:12][CH2:13][CH2:14]2,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH2:8][CH3:9])[cH:10][cH:11][c:12]2[cH:13][cH:14]1,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]([cH:4][n:5]([n:6]1-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH3:13])[N:14]([CH3:15])[CH3:16],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]1[c:2]2[cH:3][cH:4][c:5]([cH:6][c:7]2[O:8][CH2:9]1)[CH2:10][CH:11]([NH:12][CH2:13][CH3:14])[CH3:15],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
[O:1]=[N:2][N:3]([CH3:4])[CH2:5][CH2:6][CH2:7][CH3:8],"[0, 0, 1, 1, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[CH:5]([Cl:6])[Cl:7],"[0, 0, 0, 0, 0, 1]"
[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([OH:10])[c:11]([cH:12]1)[CH2:13][NH:14][CH:15]2[CH2:16][CH2:17][CH2:18][NH:19][CH:20]2[c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][CH:2]([Cl:3])[Br:4],"[0, 0, 1]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[N:8]([CH2:9][c:10]2[n:11][n:12][n:13]([n:14]2)[CH3:15])[CH:16]3[c:17]4[cH:18][c:19]([NH2:20])[cH:21][cH:22][c:23]4[O:24][C:25]([CH3:26])([CH:27]([O:28][CH3:29])[O:30][CH3:31])[CH:32]3[OH:33],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][C:2]([Cl:3])([Cl:4])[CH:5]([c:6]1[cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12][cH:13]1)[c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]([OH:20])[cH:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[S:3][CH:4]([C:5](=[O:6])[NH:7]1)[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH2:14][CH2:15][N:16]([c:17]3[n:18][cH:19][cH:20][cH:21][cH:22]3)[CH3:23])[cH:24][cH:25]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH3:4])[CH3:5],"[0, 0, 1, 0]"
[N:1]#[C:2][CH:3]=[CH2:4],"[0, 0, 1]"
[O:1]=[C:2]1[NH:3][C:4](=[O:5])[C:6]([NH:7]1)([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH3:8],"[1, 1, 1, 1, 1, 1, 1, 1]"
[O:1]=[N:2][N:3]([CH2:4][CH3:5])[CH2:6][CH3:7],"[0, 0, 1, 0, 0, 0]"
[CH:1]#[C:2][CH2:3][N:4]([CH3:5])[CH:6]([CH3:7])[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH2:8][CH3:9])[cH:10][cH:11][c:12]2[c:13]([cH:14]1)[CH2:15][Cl:16],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
