SMI_Idx,Smiles,Enzyme,SOMs,Scores,RXN_Type,Uncertainty,Products
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C8,1,0.95,Dealkylation,H,"['Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1O', 'CC(=O)c1c(Cl)ccc(F)c1Cl']"
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C8,11,0.66,Dealkylation,L,[]
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C9,14,0.53,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNC(O)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C9,15,0.63,N-Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCN(O)CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C9,16,0.53,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNC(O)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C9,26,0.82,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)cc(O)c(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C9,27,0.73,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)c(O)cc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C9,1,0.97,Dealkylation,H,"['Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1O', 'CC(=O)c1c(Cl)ccc(F)c1Cl']"
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C9,11,0.64,Dealkylation,L,[]
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C19,15,0.61,N-Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCN(O)CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C19,26,0.82,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)cc(O)c(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C19,27,0.73,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)c(O)cc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C19,1,0.94,Dealkylation,H,"['Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1O', 'CC(=O)c1c(Cl)ccc(F)c1Cl']"
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2C19,11,0.6,Dealkylation,L,[]
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2D6,15,0.68,N-Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCN(O)CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2D6,26,0.8,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)cc(O)c(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2D6,27,0.77,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)c(O)cc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2D6,1,0.95,Dealkylation,H,"['Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1O', 'CC(=O)c1c(Cl)ccc(F)c1Cl']"
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2D6,11,0.57,Dealkylation,L,[]
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2E1,15,0.6,N-Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCN(O)CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2E1,26,0.78,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)cc(O)c(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2E1,27,0.77,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)c(O)cc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2E1,1,0.92,Dealkylation,H,"['Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1O', 'CC(=O)c1c(Cl)ccc(F)c1Cl']"
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2E1,11,0.65,Dealkylation,L,[]
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2E1,14,0.6,Dealkylation,L,['CC(Oc1cc(-c2cnn(C(CC=O)CCN)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP2E1,15,0.6,Dealkylation,L,['CC(Oc1cc(-c2cnn(C(CC=O)CCN)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP3A4,6,0.62,N-Oxidation,L,['CC(Oc1cc(-c2cnn(C3CCNCC3)c2)c[n+]([O-])c1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP3A4,14,0.69,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNC(O)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP3A4,15,0.79,N-Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCN(O)CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP3A4,16,0.69,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNC(O)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP3A4,26,0.84,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)cc(O)c(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP3A4,27,0.79,Hydroxylation,L,['CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)c(O)cc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP3A4,1,0.95,Dealkylation,H,"['Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1O', 'CC(=O)c1c(Cl)ccc(F)c1Cl']"
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP3A4,11,0.61,Dealkylation,H,[]
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP3A4,14,0.64,Dealkylation,H,['CC(Oc1cc(-c2cnn(C(CC=O)CCN)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
3,CC(OC1=C(N)N=CC(C2=CN(C3CCNCC3)N=C2)=C1)C4=C(Cl)C(F)=CC=C4Cl,CYP3A4,15,0.64,Dealkylation,H,['CC(Oc1cc(-c2cnn(C(CC=O)CCN)c2)cnc1N)c1c(Cl)ccc(F)c1Cl']
