Smiles,bond_target
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([Cl:8])[c:9]([Cl:10])[cH:11]1)[N:12]([CH3:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[c:2]1[nH:3][c:4](=[O:5])[n:6]([cH:7][c:8]1[F:9])[CH:10]2[O:11][CH2:12][CH2:13][CH2:14]2,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][c:5]1[c:6]2[cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12][c:13]2[n:14]([C:15](=[O:16])[c:17]3[cH:18][cH:19][c:20]([Cl:21])[cH:22][cH:23]3)[c:24]1[CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[O:8][CH3:9])[CH2:10][CH:11]=[CH2:12],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[cH:7][cH:8][c:9]3[c:10]2[c:11]([c:12]4[cH:13][cH:14][cH:15][cH:16][c:17]4[c:18]3[CH3:19])[CH3:20],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([NH:4][c:5]1[n:6][c:7]([n:8][c:9]([O:10][CH2:11][CH2:12][OH:13])[c:14]1[O:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2[O:22][CH3:23])-[c:24]3[n:25][cH:26][cH:27][cH:28][n:29]3)[c:30]4[cH:31][cH:32][c:33]([cH:34][cH:35]4)[C:36]([CH3:37])([CH3:38])[CH3:39],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[cH:7][c:8]3[cH:9][cH:10][c:11]4[cH:12][cH:13][cH:14][c:15]5[cH:16][cH:17][c:18]2[c:19]3[c:20]45,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH2:3][CH2:4][C:5]2([OH:6])[CH:7]3[N:8]([CH3:9])[CH2:10][CH2:11][C:12]24[c:13]5[c:14]([O:15][CH:16]14)[c:17]([O:18][CH3:19])[cH:20][cH:21][c:22]5[CH2:23]3,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([c:4]2[cH:5][cH:6][c:7]([OH:8])[cH:9][cH:10]2)[c:11]3[cH:12][c:13]([Cl:14])[cH:15][cH:16][c:17]3[N:18]([C:19](=[O:20])[CH2:21]1)[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][c:4]([o:5][c:6]2[cH:7][c:8]([OH:9])[c:10]([O:11][CH3:12])[c:13]([OH:14])[c:15]12)-[c:16]3[cH:17][cH:18][c:19]([O:20][CH3:21])[c:22]([O:23][CH3:24])[cH:25]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([F:7])[cH:8][cH:9]1)[CH2:10][CH2:11][CH2:12][N:13]2[CH2:14][CH2:15][C:16]([OH:17])([c:18]3[cH:19][cH:20][c:21]([Cl:22])[cH:23][cH:24]3)[CH2:25][CH2:26]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH2:2][CH:3]=[C:4]([CH:5]=[CH:6][CH:7]=[C:8]([CH:9]=[CH:10][C:11]1=[C:12]([CH3:13])[CH2:14][CH2:15][CH2:16][C:17]1([CH3:18])[CH3:19])[CH3:20])[CH3:21],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH:4]1[c:5]2[n:6][cH:7][cH:8][n:9][c:10]2[C:11](=[O:12])[N:13]1[c:14]3[n:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]3)[N:21]4[CH2:22][CH2:23][N:24]([CH3:25])[CH2:26][CH2:27]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH3:8])[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[CH2:14][NH:15][CH2:16][CH2:17][CH2:18][CH3:19],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([O:10][CH3:11])[c:12]([cH:13]1)[CH2:14][NH2:15],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[CH2:1]=[CH:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1,"[1, 0, 0, 0, 0, 0, 0, 0]"
